time,segment1_continuous_200Hz,segment2_counts_1Hz,segment3_quantized_irregular
1761200454.3179538,0.7508342896717939,1,
1761200454.3229537,0.9044207048312822,1,
1761200454.3279538,0.2566077620098138,1,
1761200454.3329537,0.5478619215845496,1,
1761200454.3379538,0.4937260220712983,1,
1761200454.3429537,0.5271849676053995,1,
1761200454.3479538,0.0510377224222101,1,
1761200454.3529537,-0.0392337451139844,1,
1761200454.3579538,0.2547881934005442,1,
1761200454.3629537,0.1347455580818132,1,
1761200454.3679538,0.0500985700691757,1,
1761200454.372954,-0.00605898153578,1,
1761200454.3779538,-0.286404824592862,1,
1761200454.382954,-0.1784068380706692,1,
1761200454.3879538,-0.2398133699380894,1,
1761200454.392954,-0.5136906768552101,1,
1761200454.3979535,-0.0685945609926613,1,
1761200454.402954,-0.4161685656957303,1,
1761200454.4079535,-0.8163651083625884,1,
1761200454.412954,-0.5116814322480299,1,
1761200454.4179535,-0.9002786367964316,1,
1761200454.4229538,-0.6074918669499382,1,
1761200454.4279535,-0.5897374113129461,1,
1761200454.4329538,-1.0388988165760362,1,
1761200454.4379537,-0.7319406654820826,1,
1761200454.4429538,-0.8882642078626369,1,
1761200454.4479537,-0.8487814786035208,1,
1761200454.4529538,-0.672209419521846,1,
1761200454.4579537,-1.134870086159797,1,
1761200454.4629538,-1.2664790159373993,1,
1761200454.4679537,-1.3191707054792887,1,
1761200454.4729538,-1.325461850347445,1,
1761200454.4779537,-1.194165042757247,1,
1761200454.4829538,-1.122307246614045,1,
1761200454.4879537,-1.142293914247922,1,
1761200454.4929538,-1.034563350192795,1,
1761200454.497954,-1.1950316957383444,1,
1761200454.5029538,-0.8998308261459103,1,
1761200454.507954,-1.2316760675220175,1,
1761200454.5129538,-0.6182659600364335,1,
1761200454.517954,-1.0161343500011832,1,
1761200454.5229535,-1.2871632943491584,1,
1761200454.527954,-1.2999709625714455,1,
1761200454.5329535,-0.9550735330039992,1,
1761200454.537954,-1.0578860676675883,1,
1761200454.5429535,-0.8280202944315188,1,
1761200454.5479538,-0.8299683664162373,1,
1761200454.5529535,-0.8893281354370678,1,
1761200454.5579538,-0.9908152707281072,1,
1761200454.5629537,-1.0678782326356004,1,
1761200454.5679538,-0.7946452931643724,1,
1761200454.5729537,-0.4717123951101004,1,
1761200454.5779538,-0.5352856600960189,1,
1761200454.5829537,-0.7600829056204865,1,
1761200454.5879538,-0.4071132780513772,1,
1761200454.5929537,-0.2937569173041701,1,
1761200454.5979538,-0.4751993518380533,1,
1761200454.6029537,-0.1941125563137653,1,
1761200454.6079538,-0.1387581365879648,1,
1761200454.6129537,-0.3039426830013008,1,
1761200454.6179538,0.071557472069656,2,
1761200454.622954,0.187505528708824,2,
1761200454.6279538,0.367010128912219,2,
1761200454.632954,0.4356179879098504,2,
1761200454.6379538,0.0228939910064073,2,
1761200454.642954,0.1832553852669097,2,30.0
1761200454.6479535,0.5447565166633446,2,30.0
1761200454.652954,0.6136923400605276,2,30.0
1761200454.6579535,0.681113946183268,2,30.0
1761200454.662954,1.413538452105738,2,30.0
1761200454.6679535,0.8195204048896007,2,30.0
1761200454.6729538,0.9920219157345468,2,30.0
1761200454.6779535,1.0122568798130671,2,30.0
1761200454.6829538,1.0050406031668522,2,30.0
1761200454.6879537,0.8615620424028778,2,30.0
1761200454.6929538,1.12261423734859,2,30.0
1761200454.6979537,0.8586284676949042,2,30.0
1761200454.7029538,1.0042042947046337,2,30.0
1761200454.7079537,0.9887197533934028,2,30.0
1761200454.7129538,1.132106610943166,2,30.0
1761200454.7179537,1.6041995328888865,2,30.0
1761200454.7229538,0.7888467548360074,2,30.0
1761200454.7279537,1.3159967389493292,2,30.0
1761200454.7329538,0.8679944673394431,2,30.0
1761200454.7379537,1.1032457009560392,2,30.0
1761200454.7429538,1.4177901193934732,2,30.0
1761200454.747954,1.2104880779330185,2,30.0
1761200454.7529538,0.9749886859915124,2,30.0
1761200454.757954,1.0356839590224327,2,30.0
1761200454.7629538,1.2982193431412925,2,30.0
1761200454.767954,0.9951944932107566,2,30.0
1761200454.7729535,1.1590235009822971,2,30.0
1761200454.777954,1.094906830939987,2,30.0
1761200454.7829535,0.9212479465314728,2,30.0
1761200454.787954,1.4419823284674846,2,30.0
1761200454.7929535,1.0976041977135396,2,30.0
1761200454.7979538,0.5195873739994262,2,30.0
1761200454.8029535,0.9120532158595788,2,30.0
1761200454.8079538,0.6890992341607501,2,30.0
1761200454.8129537,0.9353954546576726,2,30.0
1761200454.8179538,0.5468381550644281,2,30.0
1761200454.8229537,0.6200448656814153,2,30.0
1761200454.8279538,0.6791018647181511,2,30.0
1761200454.8329537,0.6840861887121114,2,30.0
1761200454.8379538,0.2016901818104585,2,30.0
1761200454.8429537,0.3039201460817459,2,30.0
1761200454.8479538,0.2034388023656356,2,30.0
1761200454.8529537,0.0941917309881266,2,30.0
1761200454.8579538,0.5034907283333844,2,30.0
1761200454.8629537,0.1563449656273653,2,30.0
1761200454.8679538,-0.2521767908670083,2,30.0
1761200454.872954,0.1082237659757782,2,30.0
1761200454.8779538,0.2740313591253632,2,30.0
1761200454.882954,-0.0183645253926402,2,30.0
1761200454.8879538,-0.6023018577886281,2,30.0
1761200454.892954,-0.4676672078231885,2,30.0
1761200454.8979535,-0.1883672333842898,2,30.0
1761200454.902954,-0.6524690430018399,2,30.0
1761200454.9079535,-0.4893405232928127,2,30.0
1761200454.912954,-0.4880653432889282,2,30.0
1761200454.9179535,-0.8907283970665837,2,30.0
1761200454.9229538,-0.7768138589107868,2,30.0
1761200454.9279535,-1.4697099951282395,2,30.0
1761200454.9329538,-1.0796398811725505,2,30.0
1761200454.9379537,-0.9751295216095802,2,30.0
1761200454.9429538,-1.220377029642905,2,30.0
1761200454.9479537,-0.6867112498160914,2,30.0
1761200454.9529538,-1.3375962916447632,2,30.0
1761200454.9579537,-1.1738013602986204,2,30.0
1761200454.9629538,-1.0895836676086832,2,30.0
1761200454.9679537,-0.853013161740961,2,30.0
1761200454.9729538,-1.449472223590245,2,30.0
1761200454.9779537,-0.9461119504434348,2,30.0
1761200454.9829538,-1.188491029373456,2,30.0
1761200454.9879537,-1.393933804323516,2,30.0
1761200454.9929538,-1.1075793051473457,2,30.0
1761200454.997954,-1.157820134999232,2,30.0
1761200455.0029538,-1.310581017009132,2,30.0
1761200455.007954,-1.1647842838764226,2,30.0
1761200455.0129538,-1.2393625127267094,2,30.0
1761200455.017954,-1.1185643505039349,2,30.0
1761200455.0229535,-0.9833056481616927,2,30.0
1761200455.027954,-0.7685890997301537,2,30.0
1761200455.0329535,-1.2991311158180072,2,30.0
1761200455.037954,-0.5865868356711661,2,30.0
1761200455.0429535,-1.3612379531544363,2,15.0
1761200455.0479538,-0.954972910338066,2,15.0
1761200455.0529535,-0.7570989116087783,2,15.0
1761200455.0579538,-0.7652581535674198,2,15.0
1761200455.0629537,-0.8894486916625467,2,15.0
1761200455.0679538,-0.7469667528224235,2,15.0
1761200455.0729537,-0.7415923409065636,2,15.0
1761200455.0779538,-0.6959773603109022,2,15.0
1761200455.0829537,-0.3410147304738802,2,15.0
1761200455.0879538,-0.3703463660286065,2,15.0
1761200455.0929537,-0.5094023123020666,2,15.0
1761200455.0979538,-0.1185078895111747,2,15.0
1761200455.1029537,-0.1633976733275472,2,15.0
1761200455.1079538,0.0121725434906269,2,15.0
1761200455.1129537,0.0505771449495459,2,20.0
1761200455.1179538,-0.1657990021844153,2,20.0
1761200455.122954,-0.0366875846042149,2,20.0
1761200455.1279538,0.2998586013018157,2,20.0
1761200455.132954,0.3469316305895645,2,20.0
1761200455.1379538,0.2942475458049935,2,20.0
1761200455.142954,0.3942858699116944,2,20.0
1761200455.1479535,0.6972824423792993,2,20.0
1761200455.152954,0.3926208721109215,2,20.0
1761200455.1579535,0.6875238851560659,2,20.0
1761200455.162954,0.6025536234880168,2,20.0
1761200455.1679535,0.661806062105523,2,20.0
1761200455.1729538,0.9846641580958646,2,20.0
1761200455.1779535,0.9865397969120312,2,20.0
1761200455.1829538,1.03746428010582,2,20.0
1761200455.1879537,1.185711652761814,2,20.0
1761200455.1929538,0.9750211615764868,2,20.0
1761200455.1979537,1.149584104861411,2,20.0
1761200455.2029538,0.9895146647339452,2,20.0
1761200455.2079537,1.1506257334569117,2,20.0
1761200455.2129538,1.0897031721923645,2,20.0
1761200455.2179537,1.1606670125527274,2,20.0
1761200455.2229538,1.2813311984417397,2,20.0
1761200455.2279537,1.0151005642277322,2,20.0
1761200455.2329538,1.6090150967144652,2,20.0
1761200455.2379537,0.9964285978139856,2,20.0
1761200455.2429538,0.9571622774424536,2,20.0
1761200455.247954,1.4292542488139397,2,20.0
1761200455.2529538,1.3488701803699603,2,20.0
1761200455.257954,1.3035686642848576,2,20.0
1761200455.2629538,1.2879688952072132,2,20.0
1761200455.267954,1.1388184649848017,2,20.0
1761200455.2729535,0.9362809087687358,2,20.0
1761200455.277954,1.1009533745979676,2,20.0
1761200455.2829535,0.9161356737502148,2,20.0
1761200455.287954,1.2082174572859696,2,20.0
1761200455.2929535,0.9414089169495083,2,20.0
1761200455.2979538,0.759516451972447,2,20.0
1761200455.3029535,0.8104851845750949,2,20.0
1761200455.3079538,0.9040428179695512,2,20.0
1761200455.3129537,0.6521638771376331,2,20.0
1761200455.3179538,0.5408982236376823,2,20.0
1761200455.3229537,0.6917295962731796,2,20.0
1761200455.3279538,0.6270977231438045,2,20.0
1761200455.3329537,0.4095465148038594,2,20.0
1761200455.3379538,0.3475418020979515,2,20.0
1761200455.3429537,0.4172303807214631,2,20.0
1761200455.3479538,0.0088109962983602,2,20.0
1761200455.3529537,-0.0566351773724417,2,20.0
1761200455.3579538,0.006711036026678,2,20.0
1761200455.3629537,0.0326591930928071,2,20.0
1761200455.3679538,0.0621815131196019,2,20.0
1761200455.372954,0.2197226199547315,2,20.0
1761200455.3779538,0.0211320443632407,2,20.0
1761200455.382954,-0.2568452834955568,2,20.0
1761200455.3879538,-0.3022311061783608,2,20.0
1761200455.392954,-0.5713262661774997,2,20.0
1761200455.3979535,-0.4454520904200921,2,20.0
1761200455.402954,-0.5686668776621151,2,20.0
1761200455.4079535,-0.5135606968544402,2,20.0
1761200455.412954,-0.80843834268526,2,20.0
1761200455.4179535,-0.6014729999027325,2,20.0
1761200455.4229538,-0.4583610050979109,2,20.0
1761200455.4279535,-0.8432085568057965,2,20.0
1761200455.4329538,-0.794420008485904,2,20.0
1761200455.4379537,-0.7865870929887255,2,20.0
1761200455.4429538,-1.0510644876271025,2,20.0
1761200455.4479537,-0.968375014240335,2,20.0
1761200455.4529538,-1.0490495358962777,2,20.0
1761200455.4579537,-1.066257243249457,2,20.0
1761200455.4629538,-1.2703337398369947,2,20.0
1761200455.4679537,-1.1363657847023954,2,20.0
1761200455.4729538,-1.0627001351052672,2,20.0
1761200455.4779537,-0.8885159793154184,2,20.0
1761200455.4829538,-0.9986834763603316,2,20.0
1761200455.4879537,-0.7669955826116146,2,20.0
1761200455.4929538,-1.35346951257761,2,20.0
1761200455.497954,-1.0231679467697905,2,20.0
1761200455.5029538,-1.1538692404297028,2,20.0
1761200455.507954,-0.740784114230892,2,20.0
1761200455.5129538,-1.3239594504253878,2,20.0
1761200455.517954,-1.3092121879903398,2,20.0
1761200455.5229535,-1.2356103121547066,2,20.0
1761200455.527954,-1.5105716078211835,2,20.0
1761200455.5329535,-1.1567190203887896,2,20.0
1761200455.537954,-1.165020042913159,2,20.0
1761200455.5429535,-0.9407416359546946,2,20.0
1761200455.5479538,-0.8562646961755176,2,20.0
1761200455.5529535,-0.4995281850625164,2,20.0
1761200455.5579538,-0.6313717594772166,2,20.0
1761200455.5629537,-0.8802895188309088,2,20.0
1761200455.5679538,-0.8850252370206403,2,20.0
1761200455.5729537,-0.5446083196734961,2,20.0
1761200455.5779538,-0.8421510503261884,2,20.0
1761200455.5829537,-0.1446433967072147,2,20.0
1761200455.5879538,-0.2058614390773588,2,20.0
1761200455.5929537,-0.4646555236708769,2,20.0
1761200455.5979538,-0.6410547704160008,2,20.0
1761200455.6029537,0.0459168973302131,2,20.0
1761200455.6079538,-0.173307849327689,2,20.0
1761200455.6129537,0.1722146389595155,2,20.0
1761200455.6179538,-0.3188855317588746,1,20.0
1761200455.622954,-0.0445263811555801,1,20.0
1761200455.6279538,0.1514486202208039,1,20.0
1761200455.632954,0.2342536962558197,1,20.0
1761200455.6379538,0.2084147703019742,1,20.0
1761200455.642954,0.4953903797194334,1,20.0
1761200455.6479535,0.2282253773450951,1,20.0
1761200455.652954,0.4824592528738285,1,20.0
1761200455.6579535,0.6021635352644378,1,20.0
1761200455.662954,0.7458799207865451,1,20.0
1761200455.6679535,0.8476652783687413,1,20.0
1761200455.6729538,0.5399803693308558,1,20.0
1761200455.6779535,0.5146336929673003,1,20.0
1761200455.6829538,1.130297717285394,1,20.0
1761200455.6879537,0.9910786937268636,1,20.0
1761200455.6929538,0.8211230859386267,1,20.0
1761200455.6979537,1.323423905706923,1,20.0
1761200455.7029538,1.0747029429112078,1,20.0
1761200455.7079537,1.3216518997719868,1,20.0
1761200455.7129538,1.129235479347925,1,20.0
1761200455.7179537,1.5534174045305813,1,20.0
1761200455.7229538,1.5133679618429978,1,20.0
1761200455.7279537,1.1289518711786113,1,20.0
1761200455.7329538,1.3848518317682448,1,20.0
1761200455.7379537,1.3267072640309554,1,20.0
1761200455.7429538,1.4737263115064696,1,20.0
1761200455.747954,1.0046473819979052,1,20.0
1761200455.7529538,1.3277479335770608,1,20.0
1761200455.757954,1.390429598244344,1,20.0
1761200455.7629538,0.8105518960697347,1,20.0
1761200455.767954,0.9046161170210296,1,20.0
1761200455.7729535,0.7078853475138804,1,20.0
1761200455.777954,1.031911096070311,1,20.0
1761200455.7829535,1.19507646721183,1,20.0
1761200455.787954,1.3136649210216254,1,20.0
1761200455.7929535,0.9856393493338914,1,20.0
1761200455.7979538,1.250339000445205,1,20.0
1761200455.8029535,0.5987420612627155,1,20.0
1761200455.8079538,0.4807800392433958,1,20.0
1761200455.8129537,0.7537992479191078,1,20.0
1761200455.8179538,0.7821553925388268,1,20.0
1761200455.8229537,0.6364532043559789,1,20.0
1761200455.8279538,0.1646159889140848,1,20.0
1761200455.8329537,0.4931111419755318,1,20.0
1761200455.8379538,0.1808555631206417,1,20.0
1761200455.8429537,0.5047549030159438,1,20.0
1761200455.8479538,0.371747513817195,1,20.0
1761200455.8529537,0.0368816202374027,1,20.0
1761200455.8579538,0.0476264968098225,1,20.0
1761200455.8629537,-0.1364940809426134,1,20.0
1761200455.8679538,-0.012535819454633,1,20.0
1761200455.872954,0.1156798406650733,1,20.0
1761200455.8779538,-0.3475450895442759,1,20.0
1761200455.882954,-0.1240482743993023,1,20.0
1761200455.8879538,-0.4044793882723109,1,20.0
1761200455.892954,-0.5293949597024025,1,20.0
1761200455.8979535,-0.4631555352125254,1,20.0
1761200455.902954,-0.7179836143619619,1,20.0
1761200455.9079535,-0.6888342699914943,1,20.0
1761200455.912954,-0.8825677324925648,1,20.0
1761200455.9179535,-0.3123972761676922,1,20.0
1761200455.9229538,-0.7578560773040838,1,20.0
1761200455.9279535,-0.961401628712942,1,20.0
1761200455.9329538,-0.8319663707588475,1,20.0
1761200455.9379537,-0.947081501269111,1,20.0
1761200455.9429538,-1.015014313156582,1,20.0
1761200455.9479537,-0.8903601705937331,1,20.0
1761200455.9529538,-0.9000664740431752,1,20.0
1761200455.9579537,-1.191892692481327,1,20.0
1761200455.9629538,-1.2308954311948388,1,20.0
1761200455.9679537,-1.1962781589845126,1,20.0
1761200455.9729538,-1.622684026301474,1,20.0
1761200455.9779537,-1.4817829133141365,1,27.0
1761200455.9829538,-0.9171627880884688,1,27.0
1761200455.9879537,-0.8686385314136691,1,27.0
1761200455.9929538,-1.2498072079112756,1,27.0
1761200455.997954,-1.0823206815027728,1,27.0
1761200456.0029538,-1.1282876106686657,1,27.0
1761200456.007954,-0.562968539183379,1,27.0
1761200456.0129538,-0.9383848110674422,1,27.0
1761200456.017954,-1.166851337850338,1,27.0
1761200456.0229535,-1.306839871185986,1,27.0
1761200456.027954,-1.4070817270107372,1,27.0
1761200456.0329535,-1.010875288879193,1,27.0
1761200456.037954,-1.1644636596592803,1,27.0
1761200456.0429535,-1.2552711351694714,1,27.0
1761200456.0479538,-1.053930468179452,1,27.0
1761200456.0529535,-1.091071953628573,1,27.0
1761200456.0579538,-0.4840282000999137,1,27.0
1761200456.0629537,-0.5885808363085415,1,27.0
1761200456.0679538,-0.706936831014289,1,27.0
1761200456.0729537,-0.3470033261967923,1,27.0
1761200456.0779538,-0.5626307473925366,1,27.0
1761200456.0829537,-0.6831919901437424,1,27.0
1761200456.0879538,-0.137124647767681,1,27.0
1761200456.0929537,-0.2630383845130045,1,27.0
1761200456.0979538,-0.5058770954631168,1,27.0
1761200456.1029537,-0.2629253131195955,1,27.0
1761200456.1079538,-0.3255235309541129,1,27.0
1761200456.1129537,-0.3519085696280443,1,27.0
1761200456.1179538,0.1852355095063268,1,27.0
1761200456.122954,0.4572319515292002,1,27.0
1761200456.1279538,-0.1293136344866612,1,27.0
1761200456.132954,0.3374514248409852,1,27.0
1761200456.1379538,0.1682993507734572,1,27.0
1761200456.142954,0.2733953164969943,1,27.0
1761200456.1479535,0.3232706783738399,1,27.0
1761200456.152954,0.3381369959421237,1,27.0
1761200456.1579535,0.5878087345110231,1,27.0
1761200456.162954,0.4768021306925875,1,27.0
1761200456.1679535,0.7594336679069378,1,27.0
1761200456.1729538,0.7548611658085987,1,27.0
1761200456.1779535,0.7736669177411458,1,27.0
1761200456.1829538,0.6932496204973724,1,27.0
1761200456.1879537,0.8092616252172757,1,27.0
1761200456.1929538,1.1218986384150909,1,27.0
1761200456.1979537,1.1133769481272944,1,27.0
1761200456.2029538,0.8560569670929239,1,27.0
1761200456.2079537,1.1056589240450685,1,27.0
1761200456.2129538,1.2660092077402607,1,27.0
1761200456.2179537,0.8073867633299094,1,27.0
1761200456.2229538,1.270971831830345,1,27.0
1761200456.2279537,1.0462199490852564,1,27.0
1761200456.2329538,1.3046573752960056,1,27.0
1761200456.2379537,1.044980242805422,1,27.0
1761200456.2429538,0.8390235798670962,1,27.0
1761200456.247954,0.8721235865372936,1,27.0
1761200456.2529538,1.2001546309096498,1,27.0
1761200456.257954,1.2306892012187225,1,27.0
1761200456.2629538,0.981436468333476,1,27.0
1761200456.267954,1.2689863113096609,1,27.0
1761200456.2729535,0.7834277706121104,1,27.0
1761200456.277954,1.0725765032297594,1,27.0
1761200456.2829535,0.8093647761001461,1,27.0
1761200456.287954,0.8828262890419856,1,27.0
1761200456.2929535,0.9803001275132168,1,27.0
1761200456.2979538,0.7525332182741564,1,27.0
1761200456.3029535,0.7978512440597318,1,27.0
1761200456.3079538,1.0227150889573149,1,27.0
1761200456.3129537,0.649530413793802,1,27.0
1761200456.3179538,0.8724807251639974,1,27.0
1761200456.3229537,0.4170507830432702,1,27.0
1761200456.3279538,0.684065244505117,1,27.0
1761200456.3329537,0.7992488740096737,1,27.0
1761200456.3379538,-0.0525794368038491,1,27.0
1761200456.3429537,0.211441342155841,1,27.0
1761200456.3479538,0.4138422900339378,1,27.0
1761200456.3529537,0.1842485002942713,1,27.0
1761200456.3579538,0.2246290549514233,1,27.0
1761200456.3629537,-0.0454484139079868,1,27.0
1761200456.3679538,0.0173179574945858,1,27.0
1761200456.372954,-0.1064840705135899,1,27.0
1761200456.3779538,0.0831565320547946,1,27.0
1761200456.382954,-0.173973408842624,1,27.0
1761200456.3879538,-0.2309073321827862,1,27.0
1761200456.392954,-0.4531957864744268,1,27.0
1761200456.3979535,-0.5392707080361123,1,27.0
1761200456.402954,-0.597446787442015,1,27.0
1761200456.4079535,-0.4992139804463982,1,27.0
1761200456.412954,-0.7271890501388438,1,27.0
1761200456.4179535,-0.6473873313716838,1,27.0
1761200456.4229538,-0.3498286279693415,1,27.0
1761200456.4279535,-0.6472315864280862,1,27.0
1761200456.4329538,-0.9399670593392632,1,27.0
1761200456.4379537,-0.6843731068981559,1,27.0
1761200456.4429538,-1.0524354678542474,1,27.0
1761200456.4479537,-1.4208184176379866,1,27.0
1761200456.4529538,-1.253185278236117,1,27.0
1761200456.4579537,-1.4599508471643925,1,27.0
1761200456.4629538,-1.1860344798741629,1,27.0
1761200456.4679537,-1.1375841437162746,1,27.0
1761200456.4729538,-0.8270123308993,1,27.0
1761200456.4779537,-1.1133592261215923,1,27.0
1761200456.4829538,-1.234357747339147,1,27.0
1761200456.4879537,-1.031750957877228,1,27.0
1761200456.4929538,-1.642227061801577,1,27.0
1761200456.497954,-1.1505091624922128,1,27.0
1761200456.5029538,-1.0363646027999796,1,27.0
1761200456.507954,-1.4744619500303948,1,27.0
1761200456.5129538,-0.9335489847129728,1,27.0
1761200456.517954,-1.073568538055302,1,27.0
1761200456.5229535,-1.198789365846061,1,27.0
1761200456.527954,-0.9592360897379676,1,27.0
1761200456.5329535,-0.5974294444917565,1,27.0
1761200456.537954,-0.9768202595907208,1,27.0
1761200456.5429535,-0.9211762759898694,1,27.0
1761200456.5479538,-1.0164880712389932,1,27.0
1761200456.5529535,-1.0447312267986526,1,27.0
1761200456.5579538,-0.655389363805581,1,27.0
1761200456.5629537,-0.936125552880202,1,27.0
1761200456.5679538,-0.6910290553070871,1,27.0
1761200456.5729537,-0.738523643327821,1,27.0
1761200456.5779538,-0.4823084437727785,1,27.0
1761200456.5829537,-0.4442027288207002,1,27.0
1761200456.5879538,-0.2342414743700329,1,27.0
1761200456.5929537,-0.47282367302089,1,27.0
1761200456.5979538,-0.3524028516565,1,27.0
1761200456.6029537,-0.4206103206593357,1,27.0
1761200456.6079538,-0.2392585322923883,1,27.0
1761200456.6129537,0.0001114751737973,1,27.0
1761200456.6179538,0.1513977233290686,7,27.0
1761200456.622954,-0.1090844414003555,7,27.0
